"In the #KeepItOn Report Shattered dreams and lost opportunities: a year in the fight to #KeepItOn, the count of duration days of a shutdown event include both the start date and the end date.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,start_date,end_date ,duration,Info_source ,news_link ,continent,country ,State/India ,geo_scope,area_name ,ordered_by ,decision_maker,shutdown_type_new,affected_network,full or service-based,Facebook_affected,Twitter_affected,WhatsApp_affected,Instagram_affected,Telegram_affected,other_service_details (specify) ,SMS_affected,phone_call_affected ,telcos_involved ,gov_ack,official_just,other_just_details,off_statement,actual_cause,other_cause_details,election,violence,hr_abuse_reported,users_notified,users_affected/targetted ,legal_justif,legal_method ,telco_resp,telco_ ack,econ_impact,event ,an_link ,notes
66,6/13/2020,6/14/2020,1,News media article,https://www.tribuneindia.com/news/j-k/two-militants-killed-in-kulgam-gunfight-98727; http://jkhome.nic.in/64(TSTS)%20of%202020.pdf,Asia ,India,Jammu and Kashmir,Level 1,Kulgam,Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Mobile internet services were shut down to prevent a law and order situation during and after security forces operation in ,http://jkhome.nic.in/64(TSTS)%20of%202020.pdf,Political instability,Security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 64(TSTS) of 2020.,,Unknown,,,,
67,6/16/2020,6/17/2020,1,News media article,https://www.greaterkashmir.com/news/front-page-2/3-more-militants-killed-in-shopian-19-in-10-days/,Asia ,India,Jammu and Kashmir,Level 1,"Shopian, in Jammu and Kashmir",Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/65(TSTS)%20of%202020.pdf,Political instability,Security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 65(TSTS) of 2020.,,Unknown,,,,
68,6/18/2020,Unknown,,News media article,https://economictimes.indiatimes.com/news/politics-and-nation/locals-demand-restoration-of-mobile-services-to-ease-war-fear/articleshow/76202707.cms; https://economictimes.indiatimes.com/news/politics-and-nation/mobile-services-stay-shut-in-e-ladakh/articleshow/76329472.cms?from=mdr,Asia ,India,Jammu and Kashmir,Level 2,Leh (ladakh),Military,,Shutdown,Mobile,Full network,No,No,No,No,No,,Yes,Yes,,Unknown,Unknown,,,Political instability,Border conflict,No,No,Unknown,No,,,,,Unknown,,,,
69,6/18/2020,6/19/2020,1,News media article,https://www.thekashmirmonitor.net/pampore-gunfight-militant-killed-operation-on/;  https://kashmirlife.net/unidentified-militant-killed-in-ongoing-pampore-gunfight-police-237159/; http://jkhome.nic.in/67(TSTS)of2020.pdf; http://jkhome.nic.in/69(TSTS)of2020.pdf; http://jkhome.nic.in/68(TSTS)of2020.pdf; http://jkhome.nic.in/70(TSTS)of2020.pdf,Asia ,India,Jammu and Kashmir,Level 1,"Awantipora, Pulwama,  in Jammu and Kashmir",Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,Yes,Yes,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/67(TSTS)of2020.pdf,Political instability,Security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 67(TSTS) of 2020; 69(TSTS) of 2020; 68(TSTS) of 2020; 70(TSTS) of 2020.,,Unknown,,,,
70,6/18/2020,6/20/2020,2,News media article,https://greaterjammu.com/1-militant-killed-in-shopian-encounter-mobile-internet-suspended/; http://jkhome.nic.in/71(TSTS)of2020.pdf,Asia ,India,Jammu and Kashmir,Level 1,"Shopian, in Jammu and Kashmir",Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/71(TSTS)of2020.pdf,Political instability,Security forces operations,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 71(TSTS) of 2020.,,Unknown,,,,
71,6/19/2020,6/19/2020,0,News media article,https://netobservatory.by/belarus-shutdown-2020-en/,Europe ,Belarus,,Level 3,National ,Executive government,,Shutdown,"Broadband, Mobile","Full network, Service-based",No,No,No,No,Yes,Viber and corporate VPN service providers ,No,No,,No,Unknown,,,Other,Preparation of shutdowns ,No,No,No,No,,,,,No,,,,
72,6/20/2020,6/21/2020,1,News media article,https://www.presstrustofkashmir.com/2020/06/20/kulgam-encounter-militant-killed-search-on/; http://jkhome.nic.in/72(TSTS)of2020.pdf,Asia ,India,Jammu and Kashmir,Level 1,"Shopian and Kulgam, in Jammu and Kashmir",Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/72(TSTS)of2020.pdf,Political instability,Security forces operations,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 72(TSTS) of 2020.,,Unknown,,,,
73,6/21/2020,6/21/2020,0,Other,https://www.thekashmirmonitor.net/caso-in-srinagar-mobile-internet-suspended/; http://jkhome.nic.in/73(TSTS)of2020.pdf,Asia ,India,Jammu and Kashmir,Level 1,"Srinagar district, in Jammu and Kashmir",Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during security forces operation.,http://jkhome.nic.in/73(TSTS)of2020.pdf,Political instability,Security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shut down order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal secretary of Government. ,,Unknown,,,,
74,6/22/2020,8/18/2020,57,News media article,https://www.rfi.fr/fr/afrique/20200729-tchad-les-coupures-dinternet-multiplient-depuis-une-semaine?fbclid=IwAR0PRC29WHSL1WKQSFw_UyMXWRHxGvUZdpiwf_sp7Dg5me48PCDUlv-VHTg; https://www.aljazeera.com/news/2020/8/4/chad-slows-down-internet-to-curb-hate-speech-on-social-media; ,Africa ,Chad,,Level 3,National ,Executive government,,"Shutdown, Throttle","Broadband, Mobile",Service-based,No,No,Yes,No,No,,No,No,"Chad: Airtel (Bharti Airtel), Chad: Sotel, Chad: Tigo (Millicom)",Yes,Fake news/ Hate speech/ Incendiary content/ Promoting violence,Government spokesman Mahamat Zene Cherif said late on Monday a “temporary measure” to slow the internet was introduced on July 22 because of “the dissemination of messages inciting hate and division”.,https://www.aljazeera.com/news/2020/8/4/chad-slows-down-internet-to-curb-hate-speech-on-social-media,Communal violence,,No,No,No,No,,No,,https://www.lefigaro.fr/flash-actu/le-tchad-limite-internet-pour-endiguer-les-messages-haineux-20200803,Yes,,,,
75,6/23/2020,6/23/2020,0,Other,http://jkhome.nic.in/74(TSTS)of2020.pdf,Asia ,India,Jammu and Kashmir,Level 1,"Pulwama, in Jammu and Kashmir",Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/74(TSTS)of2020.pdf,Political instability,security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 74(TSTS) of 2020.,,Unknown,,,,
76,6/25/2020,6/26/2020,1,News media article,https://www.thepublish.in/two-militants-killed-in-sopore-mobile-internet-suspended; http://jkhome.nic.in/75(TSTS)of2020.pdf,Asia ,India,Jammu and Kashmir,Level 1,"Sopore, in Jammu and Kashmir",Local government,Security forces operations,Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/75(TSTS)of2020.pdf,Political instability,Prevent a law and order situation during and after security forces operation.,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 75(TSTS) of 2020.,,Unknown,,,,
77,6/25/2020,6/26/2020,,News media article,https://thekashmirpress.com/2020/06/26/two-militant-killed-as-tral-gunfight-enters-second-day-internet-suspended/; http://www.thenewsnow.co.in/newsdet.aspx?q=110720; http://jkhome.nic.in/76(TSTS)of2020.pdf,Asia ,India,Jammu and Kashmir,Level 1,"Pulwama, Awantipora District, in Jammu and Kashmir",Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/76(TSTS)of2020.pdf,Political instability,Security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 76(TSTS) of 2020.,,Unknown,,,,
78,6/29/2020,6/29/2020,0,News media article,http://thekashmiriyat.co.uk/encounter-breaks-out-in-anantnag-internet-suspended/; http://www.uniindia.com/encounter-ensues-in-anantnag-mobile-internet-suspended/north/news/2059269.html; http://jkhome.nic.in/77(TSTS)of2020.pdf; ,Asia ,India,Jammu and Kashmir,Level 1,"Anantnag, in Jammu and Kashmir",Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/77(TSTS)of2020.pdf,Political instability,security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 77(TSTS) of 2020.,,Unknown,,,,
79,6/30/2020,6/30/2020,0,Other,http://jkhome.nic.in/78(TSTS)of2020.pdf,Asia ,India,Jammu and Kashmir,Level 1,"Anantnag district, in Jammu and Kashmir",Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/78(TSTS)of2020.pdf,Political instability,Security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 78(TSTS) of 2020.,,Unknown,,,,
80,6/30/2020,7/1/2020,1,Other,http://jkhome.nic.in/79(TSTS)2020.pdf,Asia ,India,Jammu and Kashmir,Level 1,Awantipora in Jammu and Kashmir,Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/79(TSTS)2020.pdf,Political instability,Security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 79(TSTS) of 2020.,,Unknown,,,,
81,6/30/2020,8/6/2020,37,CSO KIO partners,https://www.accessnow.org/back-in-the-dark-ethiopia-shuts-down-internet-once-again/,Africa ,Ethiopia,,Level 3,National,Executive government,,Shutdown,"Broadband, Mobile",Full network,Yes,Yes,Yes,No,Yes,,No,No,Ethiopia: Ethio Telecom,Yes,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,,Political instability,The assassination of a prominent musician lead to protests and excessive use of force and communal violence ,No,Yes,Yes,No,,No,,,Yes,,,,
82,7/1/2020,7/23/2020,22,CSO KIO partners,"https://smex.org/noexamshutdown-4-mena-countries-shut-down-the-internet-so-far-to-fight-cheating/; https://royanews.tv/news/218994
https://twitter.com/jo_osa/status/1278317849577226241",Middle East ,Jordan,,Level 3,National ,Executive government,Ministry of Education and Telecommunications Authority,Shutdown,"Broadband, Mobile",Service-based,Yes,No,Yes,No,Yes,"IMO, Tango, Line, Viber ",No,No,,Yes,School exams,,https://royanews.tv/news/218994,Exam cheating,,No,No,No,No,,No,,,Unknown,,,,
83,7/4/2020,7/5/2020,1,News media article,https://kashmirpatriot.com/2020/07/04/kulgam-gunfight-another-militant-killed-toll-02-internet-suspended-search-on/; http://jkhome.nic.in/80(TSTS)2020.pdf; ,Asia ,India,Jammu and Kashmir,Level 1,"Kulgam, in Jammu and Kashmir",Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/80(TSTS)2020.pdf,Political instability,security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 80(TSTS) of 2020.,,Unknown,,,,
84,7/7/2020,7/8/2020,1,News media article,http://www.uniindia.com/militant-soldier-killed-in-ongoing-encounter-in-pulwama-internet-suspended/north/news/2069026.html; https://www.theweek.in/news/india/2020/07/07/jk-soldier-militant-killed-in-pulwama-encounter.html; http://jkhome.nic.in/81(TSTS)2020.pdf;,Asia ,India,Jammu and Kashmir,Level 1,"Pulwama, in Jammu and Kashmir",Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/81(TSTS)2020.pdf,Political instability,Security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 81(TSTS) of 2020.,,Unknown,,,,
85,7/8/2020,7/8/2020,0,News media article,https://www.tribuneindia.com/news/j-k/kashmir-shuts-down-on-burhans-4th-death-anniversary-110467; http://jkhome.nic.in/84(TSTS)2020.pdf; http://jkhome.nic.in/83(TSTS)2020.pdf; ,Asia ,India,Jammu and Kashmir,Level 2,"Anantnag,Kulgam,Pulwama,Shopian, in Jammu and Kashmir",Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,"Prevent a law and order situation given spread of material online due to the death anniversary of a ""terrorist"", Burhan Wani.",http://jkhome.nic.in/84(TSTS)2020.pdf,Religious holiday/anniversary,"fourth death anniversary of militant commander Burhan Wani, who was killed in a gunfight in south Kashmir in 2016.",No,No,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 84(TSTS) of 2020; 83(TSTS) of 2020.,,Unknown,,,,
86,7/8/2020,7/22/2020,14,News media article,https://yementime.com/news9899.html,Middle East ,Yemen,,Level 1,Al-Jawf ,Non-government,Houthi Militia (allegedly) ,Shutdown,"Broadband, Mobile",Full network,No,No,No,No,No,,No,No,"Yemen: MTN, Yemen: Sabafon, Yemen: Y, Yemen: Yemen Mobile",Unknown,Unknown,,,Other,Conflict ,No,Unknown,Unknown,No,,,,,Unknown,,,,
87,7/10/2020,7/15/2020,5,News media article,https://netblocks.org/reports/social-media-restricted-in-mali-amid-protests-against-president-QyKpdX8D,Africa ,Mali,,Level 3,National ,Unknown,,"Shutdown, Throttle","Broadband, Mobile","Full network, Service-based",Yes,Yes,Yes,Yes,No,TV and radio stations were blocked  ,Unknown,Unknown,"Mali: Malitel (Sotelma), Mali: Orange (Sonatel), Mali: Telecel (Atel)",Unknown,Unknown,,,Protests,Protests against President Ibrahim Boubacar Keita's presidency. ,No,Yes,Yes,No,,,,,Unknown,,,,
88,7/12/2020,7/13/2020,1,News media article,https://www.timesnownews.com/india/article/jk-one-terrorist-gunned-down-by-security-forces-in-sopore-operation-still-underway/620264;  http://www.thenorthlines.com/3-terrorists-killed-in-sopore-encounter/;  http://jkhome.nic.in/85(TSTS)2020.pdf,Asia ,India,Jammu and Kashmir,Level 1,Sopore,Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/85(TSTS)2020.pdf,Political instability,Security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 85(TSTS) of 2020.,,Unknown,,,,
89,7/13/2020,7/13/2020,0,News media article,https://timesofindia.indiatimes.com/india/jaish-duo-killed-civilian-injured-in-anantnag-encounter/articleshow/76947149.cms; http://jkhome.nic.in/86(TSTS)2020.pdf,Asia ,India,Jammu and Kashmir,Level 1,"Anantnag, in Jammu and Kashmir",Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/86(TSTS)2020.pdf,Political instability,Security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 86(TSTS) of 2020.,,Unknown,,,,
90,7/17/2020,7/18/2020,1,Other,http://jkhome.nic.in/87(TSTS)2020.pdf,Asia ,India,Jammu and Kashmir,Level 1,"Kulgam District, in Jammu and Kashmir",Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/87(TSTS)2020.pdf,Political instability,security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 87(TSTS) of 2020.,,Unknown,,,,
91,7/18/2020,7/19/2020,1,News media article,http://www.uniindia.com/shopwian-encounter-3-militants-killed-internet-suspended/north/news/2084458.html; http://jkhome.nic.in/88(TSTS)2020.pdf,Asia ,India,Jammu and Kashmir,Level 1,"Shopian, in Jammu and Kashmir",Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/88(TSTS)2020.pdf,Political instability,Security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 88(TSTS) of 2020.,,Unknown,,,,
92,7/22/2020,Unknown,,News media article,http://www.ypagency.net/279308,Middle East ,Yemen,,Level 3,"Amran Governorate, Saada, Sana'a and  Al-Jawf (15 districts)",Unknown,Communications networks were bombed ,Shutdown,"Broadband, Mobile",Full network,No,No,No,No,No,,No,No,,Yes,Unknown,,,Political instability,Air bombing of communication towers ,No,Yes,Unknown,No,,Unknown,,,Unknown,,,,
93,7/29/2020,8/11/2020,13,News media article,https://twitter.com/netblocks/status/1288499466828382208?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1288499466828382208%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fnetblocks.org%2Freports%2Ffacebook-live-streams-restricted-in-jordan-during-teachers-syndicate-protests-XB7K1xB7; https://rsf.org/en/news/jordan-bans-coverage-teachers-protests,Middle East ,Jordan,,Level 3,National ,Unknown,,"Shutdown, Throttle","Broadband, Mobile","Full network, Service-based",Yes,No,No,No,No,,No,No,,No,Unknown,,,Protests,,No,Yes,Yes,No,,,,,No,,,,
94,8/9/2020,12/7/2020,120,News media article,https://netobservatory.by/belarus-shutdown-2020-en/,Europe ,Belarus,,Level 3,National ,Executive government,,"Shutdown, Throttle","Broadband, Mobile","Full network, Service-based",Yes,Yes,Yes,Yes,Yes,"Youtube, Viber ",Unknown,Unknown,,Unknown,National security/ Counter-terrorism,,,Elections,Elections and protests ,Yes,Yes,Yes,No,,,,,Yes,,,,
95,8/15/2020,8/15/2020,0,News media article,https://www.deccanherald.com/national/north-and-central/mobile-internet-services-snapped-in-kashmir-as-independence-day-precautionary-measure-873564.html; https://www.ndtv.com/india-news/independence-day-2020-kashmir-mobile-internet-restored-after-usual-august-15-blackout-2280016,Asia ,India,Jammu and Kashmir,Level 2,"Anantnag,Badgam,Bandipora,Baramulla,Doda,Ganderbal,Jammu,Kargil,Kathua,Kishtwar,Kulgam,Kupwara,Leh (ladakh),Poonch,Pulwama,Rajouri,Ramban,Reasi,Samba,Shupiyan,Srinagar,Udhampur, in Jammu and Kashmir",Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,"Mobile internet was snapped in the early hours of the morning as strict security arrangements were put in place for Independence Day celebrations across the Valley, a police official said.

https://www.ndtv.com/india-news/independence-day-2020-kashmir-mobile-internet-restored-after-usual-august-15-blackout-2280016",http://jkhome.nic.in/90(TSTS)of2020.pdf,Religious holiday/anniversary,Independence Day,No,No,No,Unknown,,Yes,"Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent ""protests"", ""terrorist"" activities and a ""law and order situation"" during independence day. The order was later confirmed by the Principal Secretary of Government. Order - 90(TSTS) of 2020.",,Unknown,,,,
96,8/17/2020,8/18/2020,1,Other,http://jkhome.nic.in/92(TSTS)of2020.pdf,Asia ,India,Jammu and Kashmir,Level 1,Kreeri/Pattan in Baramulla District,Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/92(TSTS)of2020.pdf,Political instability,security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 92(TSTS) of 2020.,,Unknown,,,,
97,08/18/2020,Ongoing,,News media article,https://www.rfi.fr/fr/afrique/20200729-tchad-les-coupures-dinternet-multiplient-depuis-une-semaine?fbclid=IwAR0PRC29WHSL1WKQSFw_UyMXWRHxGvUZdpiwf_sp7Dg5me48PCDUlv-VHTg; https://www.aljazeera.com/news/2020/8/4/chad-slows-down-internet-to-curb-hate-speech-on-social-media; ,Africa ,Chad,,Level 3,National ,Executive government,,Shutdown,"Broadband, Mobile",Service-based,No,No,Yes,No,No,,No,No,"Chad: Airtel (Bharti Airtel), Chad: Sotel, Chad: Tigo (Millicom)",Yes,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,,Communal violence,Communal violence  ,No,No,No,No,,No,,,No,,,,
98,8/19/2020,8/20/2020,1,Other,http://jkhome.nic.in/93(TSTS)of2020.pdf,Asia ,India,Jammu and Kashmir,Level 1,Molu Chitragam in the District of Shopian,Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/93(TSTS)of2020.pdf,Political instability,security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 93(TSTS) of 2020.,,Unknown,,,,
99,8/19/2020,Unknown,,News media article,https://www.alayyam.info/news/8B59F8L0-XQCTHP-DE46,Middle East ,Yemen,,Level 1,"Zanzibar City, Abyan District ",Non-government,Unknown groups vandalised telecom infrastructure in the city ,Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Unknown,,,Unknown,Unknown groups vandalised telecom infrastructure in the city ,No,No,No,No,,No,,,No,,,,
100,8/22/2020,8/22/2020,0,Other,http://jkhome.nic.in/94(TSTS)of2020.pdf,Asia ,India,Jammu and Kashmir,Level 1,Check Salssoa Kreeri in Baramulla,Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/94(TSTS)of2020.pdf,Political instability,security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 94(TSTS) of 2020.,,Unknown,,,,
101,8/22/2020,8/31/2020,9,CSO KIO partners,https://smex.org/noexamshutdown-4-mena-countries-shut-down-the-internet-so-far-to-fight-cheating/,Middle East ,Syrian Arab Republic,,Level 3,,Unknown,,Shutdown,"Broadband, Mobile",Full network,No,No,No,No,No,,Unknown,Unknown,"Syria: MTN, Syria: Syriatel",Unknown,School exams,,,Exam cheating,,No,No,No,No,,,,,No,,,,
102,8/28/2020,8/29/2020,1,Other,http://jkhome.nic.in/95(TSTS)of2020.pdf,Asia ,India,Jammu and Kashmir,Level 1,Shopian,Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/95(TSTS)of2020.pdf,Political instability,security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 95(TSTS) of 2020.,,Unknown,,,,
103,8/29/2020,8/30/2020,1,Other,http://jkhome.nic.in/96(TSTS)of2020.pdf,Asia ,India,Jammu and Kashmir,Level 1,Pulwama,Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/96(TSTS)of2020.pdf,Political instability,security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 96(TSTS) of 2020.,,Unknown,,,,
104,8/30/2020,8/31/2020,1,Other,http://jkhome.nic.in/97(TSTS)of2020.pdf,Asia ,India,Jammu and Kashmir,Level 1,Srinagar ,Local government,"Inspector General of Police, Kashmir zone",Shutdown,Mobile,Full network,No,No,No,No,No,,No,No,,Yes,Precautionary measure,Prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/97(TSTS)of2020.pdf,Political instability,security forces operation,No,Yes,Unknown,No,,Yes,Yes. The Inspector general office of the Kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. The order was later confirmed by the Principal Secretary of Government. Order - 97(TSTS) of 2020.,,Unknown,,,,
