age,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y
41,1,0,no,3658,yes,no,0,268,1,330,1,0,no
37,0,1,no,1590,yes,no,0,121,5,315,3,2,no
40,1,1,no,1554,yes,no,0,385,2,331,1,0,no
34,1,1,no,1847,yes,no,0,543,3,321,6,0,no
38,0,2,no,-898,yes,no,0,345,2,323,1,0,no
34,1,1,no,404,yes,no,0,208,12,337,1,0,no
34,1,2,no,899,yes,no,0,627,2,141,7,0,no
28,2,2,no,229,yes,no,0,1042,2,315,2,2,yes
35,1,2,no,7962,yes,no,0,275,2,140,2,0,no
36,1,1,no,569,yes,no,0,265,1,323,5,0,no
39,1,2,no,1161,yes,no,0,236,1,336,1,0,no
41,1,1,no,-56,yes,no,0,137,1,333,2,2,no
42,1,2,no,1068,yes,no,0,444,1,300,8,0,no
45,1,1,no,96,yes,no,0,348,3,256,2,0,yes
34,1,1,no,1499,yes,no,0,186,1,327,2,0,no
52,1,1,no,8180,yes,no,0,81,1,144,1,0,no
45,0,1,no,946,yes,no,0,754,3,143,6,0,no
60,1,0,no,252,yes,yes,0,123,2,147,3,0,no
49,0,1,no,8982,yes,no,0,470,2,334,1,0,no
31,1,2,no,357,yes,no,0,201,2,228,5,0,no
31,1,1,no,1716,yes,no,0,542,2,340,2,2,no
38,2,1,no,3834,yes,no,0,363,2,327,1,0,no
43,1,0,no,1288,yes,no,0,136,1,334,1,0,no
38,1,1,no,1663,yes,no,0,217,3,327,1,0,no
42,1,0,no,7735,yes,no,0,166,1,144,2,0,no
41,1,2,no,816,yes,yes,0,520,2,319,1,0,no
34,1,2,no,1116,yes,no,0,120,1,262,5,0,no
43,2,0,no,515,yes,no,0,199,2,146,1,0,no
33,0,2,no,215,yes,no,0,1058,1,17,1,0,no
44,0,2,no,1367,yes,no,0,1232,3,146,1,2,yes
35,1,1,no,120,yes,no,0,269,3,328,1,0,no
44,1,1,no,1450,yes,no,0,356,1,314,2,0,no
41,1,2,no,-456,no,no,0,427,4,144,1,0,no
45,0,0,no,237,yes,no,0,110,1,263,1,0,no
33,1,2,no,0,yes,no,0,535,3,328,1,0,yes
25,0,1,no,1765,yes,no,1,111,3,326,2,0,no
31,0,1,no,609,yes,no,0,1126,1,335,1,0,no
33,0,1,no,572,yes,no,0,344,1,74,2,0,yes
37,1,1,no,474,yes,no,0,85,1,322,1,0,no
54,1,1,no,3136,yes,no,1,104,1,146,1,0,no
32,1,1,no,180,yes,no,0,179,1,334,1,2,no
29,1,1,no,690,yes,no,0,553,2,316,1,2,no
44,2,1,no,0,no,no,0,1594,1,148,1,0,yes
38,1,1,no,766,yes,no,0,461,2,335,1,0,no
27,1,2,no,10005,yes,no,0,163,3,271,2,0,no
34,0,1,no,47,yes,no,0,232,1,147,2,0,no
43,1,0,no,2273,yes,no,0,424,2,147,3,0,no
32,0,2,no,574,yes,no,0,259,2,145,3,0,no
36,1,1,no,325,no,no,0,119,2,337,2,0,no
52,1,1,no,2904,yes,no,0,201,6,272,3,0,no
52,1,2,no,1944,yes,no,0,238,3,323,2,0,no
35,1,1,no,5250,yes,no,0,343,2,146,1,0,no
43,1,0,no,2557,yes,no,1,165,2,327,3,0,yes
32,1,1,no,1129,yes,no,0,903,2,341,2,0,yes
40,2,1,no,1062,yes,no,0,389,2,299,4,0,no
33,0,2,no,1271,yes,no,0,636,3,330,1,0,yes
46,1,1,no,4105,yes,no,0,115,3,258,2,0,no
32,0,1,no,674,yes,yes,0,169,1,316,3,0,no
53,2,1,no,8112,yes,yes,0,75,1,146,1,0,no
32,1,1,no,-292,yes,yes,0,301,1,316,1,0,no
31,1,1,no,1131,yes,yes,0,126,1,148,6,0,no
36,1,1,no,1160,yes,no,0,56,1,323,3,0,no
34,0,1,no,194,yes,yes,0,149,1,268,2,2,no
50,1,2,no,202,yes,no,0,107,1,148,4,0,no
41,1,1,no,217,yes,no,0,375,2,344,1,0,no
29,1,2,no,5698,no,no,0,437,1,264,1,0,no
38,0,1,no,8381,no,no,0,82,1,145,1,0,no
54,2,0,no,2656,yes,no,0,1187,2,320,2,1,no
32,0,2,no,3981,yes,no,0,362,1,271,1,0,no
42,2,1,no,2397,yes,no,0,239,2,320,2,0,no
50,1,1,no,254,yes,no,0,397,2,337,1,0,no
44,1,0,no,4581,yes,no,0,520,3,146,2,0,no
38,0,2,no,6158,yes,no,0,139,5,145,9,0,yes
37,0,2,no,3649,yes,no,0,623,2,146,4,0,no
34,0,1,no,2660,yes,no,0,158,2,329,1,0,no
40,0,1,no,985,yes,no,0,313,3,145,5,2,no
34,0,2,no,1393,yes,no,0,540,3,271,3,1,no
37,0,2,no,876,yes,no,0,140,4,327,2,0,no
52,1,0,no,281,yes,no,0,55,4,335,3,2,no
32,1,1,yes,-53,yes,no,0,648,1,272,1,2,yes
33,1,1,no,1397,yes,no,0,370,1,146,3,0,no
39,1,1,no,0,yes,no,0,137,1,300,1,0,no
32,0,1,no,760,yes,no,0,445,1,148,2,2,no
36,1,0,no,453,yes,no,0,176,1,330,2,0,no
32,0,1,no,202,yes,no,0,827,1,149,1,0,no
29,0,1,no,1232,yes,no,0,258,1,316,2,0,no
42,2,1,no,2189,no,no,0,67,5,149,2,2,no
33,0,2,no,23663,yes,no,0,199,2,146,2,0,no
35,0,2,no,1350,yes,no,0,185,1,330,1,0,no
43,0,1,no,1306,yes,no,0,243,1,336,1,0,no
32,0,1,no,309,yes,yes,0,346,1,234,3,0,no
29,2,1,no,589,yes,no,1,262,6,316,1,2,no
41,1,1,no,1597,yes,no,0,461,2,321,1,0,no
57,2,0,no,5041,yes,no,0,284,1,336,1,0,no
34,0,1,no,486,yes,no,0,204,1,328,2,0,no
39,1,0,no,467,yes,no,0,232,1,335,1,0,no
39,1,2,no,63,yes,no,0,479,1,330,1,0,no
33,0,1,no,-665,yes,yes,0,324,1,342,1,0,no
34,1,2,no,352,yes,no,0,288,3,324,1,2,no
52,1,1,no,979,yes,no,0,156,1,336,1,2,no
31,0,2,no,2530,yes,no,0,60,1,342,1,0,no
37,1,1,no,345,yes,yes,0,114,1,148,1,0,no
36,2,1,no,3102,yes,no,0,188,1,147,1,0,no
58,1,1,no,8195,yes,no,0,104,1,332,2,0,no
33,1,0,no,359,yes,yes,0,130,1,148,1,0,no
52,0,2,no,3469,yes,no,0,583,1,147,1,1,yes
50,1,1,no,825,yes,no,0,18,3,273,1,0,no
30,0,2,no,726,yes,no,0,39,1,342,3,0,no
31,1,1,no,1981,yes,no,0,198,1,268,2,0,no
35,0,1,no,-101,yes,no,0,275,1,318,1,2,no
38,2,1,no,904,yes,no,0,361,1,339,1,0,no
24,0,1,no,525,yes,no,0,253,1,332,1,0,no
37,2,2,no,1762,yes,no,0,309,1,317,1,0,no
39,2,1,no,1957,yes,yes,0,350,1,147,1,0,no
35,1,1,no,545,yes,no,0,1579,1,234,4,0,yes
39,2,1,no,-17,no,no,0,316,1,146,4,0,no
29,1,0,no,10045,yes,no,0,617,1,322,4,0,no
46,0,0,no,96,yes,no,0,99,1,148,1,0,no
54,1,1,no,736,yes,no,0,268,1,331,1,0,no
33,0,2,no,1354,yes,no,0,270,1,147,2,0,no
54,1,1,no,0,no,no,1,1366,1,150,1,0,no
39,1,2,no,691,yes,yes,0,517,1,255,1,0,no
51,1,1,no,0,yes,yes,0,432,1,150,1,0,no
35,0,1,no,0,yes,no,0,1174,1,345,4,2,yes
57,2,0,no,207,yes,no,0,284,1,317,4,0,no
47,1,1,no,1375,yes,no,1,272,2,321,7,0,no
48,1,1,no,543,yes,no,0,152,1,336,1,0,no
46,1,1,no,1550,yes,no,0,126,2,149,8,0,no
38,1,0,no,1576,yes,no,0,144,1,328,2,2,no
33,1,2,no,2441,yes,yes,0,257,2,148,1,0,no
30,0,1,no,445,yes,no,0,218,1,330,2,0,no
40,1,1,no,31,yes,no,0,174,2,147,6,0,no
32,0,0,no,528,yes,no,0,219,1,273,1,0,no
31,0,1,no,1205,yes,no,0,462,1,328,2,2,no
29,1,1,no,2121,no,no,0,281,1,342,2,2,no
27,1,1,no,2171,yes,no,0,130,1,323,1,2,no
30,1,2,no,26,yes,no,0,62,1,323,1,0,no
42,1,1,no,8238,yes,yes,0,102,2,149,5,2,no
31,0,1,no,855,yes,no,0,94,1,317,2,0,no
40,1,0,no,644,yes,no,0,118,2,336,1,0,no
38,2,1,no,614,yes,no,0,314,2,331,1,0,no
30,0,1,no,818,yes,yes,0,66,1,346,1,0,no
54,1,0,no,3170,yes,no,1,140,2,324,4,0,no
32,0,2,no,519,yes,no,0,317,2,149,1,0,no
43,1,0,no,2519,yes,no,0,257,2,146,9,2,no
38,1,1,no,281,yes,no,0,235,2,335,2,0,no
36,0,2,no,4788,yes,no,0,241,2,317,1,0,no
36,0,0,no,736,yes,no,0,114,2,304,2,0,no
37,1,1,no,0,yes,no,0,657,4,149,1,2,no
36,0,2,no,470,yes,no,0,123,3,265,13,1,no
48,1,1,no,113,yes,no,0,255,2,318,5,2,no
37,1,1,no,2848,yes,no,0,280,2,147,3,0,no
31,0,2,no,319,yes,no,0,302,2,248,2,0,no
44,2,2,no,2422,yes,no,0,399,2,269,2,0,no
47,1,2,no,109,yes,no,0,91,2,268,1,0,no
42,1,0,no,560,yes,yes,0,122,4,149,2,0,no
32,1,1,no,1273,yes,no,0,1365,2,328,1,0,yes
38,1,2,no,2084,yes,no,0,71,2,330,2,0,no
42,1,1,no,1027,yes,no,1,63,2,150,4,0,no
33,0,1,no,1036,yes,yes,0,323,2,321,2,0,no
39,1,0,no,2366,yes,no,0,1007,3,325,4,0,no
32,0,1,no,301,yes,no,0,383,3,345,1,0,no
38,1,1,no,183,yes,no,0,256,3,339,2,0,no
32,1,1,no,1167,yes,yes,1,668,3,147,1,0,no
29,0,2,no,828,yes,no,0,215,3,321,3,2,no
40,1,0,no,-214,yes,no,0,348,2,266,1,2,no
33,0,2,no,617,yes,no,0,282,2,259,4,2,no
36,1,0,no,3350,yes,no,0,86,1,269,3,2,no
53,1,1,no,3703,yes,no,0,104,1,267,1,0,no
32,1,0,no,5511,no,no,0,408,2,231,16,2,no
41,1,0,no,-692,yes,no,0,370,3,282,2,0,no
35,2,1,no,124,yes,no,0,48,4,146,5,0,no
47,2,1,no,392,yes,yes,0,279,3,148,1,0,no
31,1,1,no,4457,yes,no,0,225,1,146,4,1,no
38,1,1,no,4582,yes,no,1,193,1,314,4,2,no
42,2,1,no,611,yes,no,0,804,2,262,5,0,no
45,1,0,no,2958,yes,no,0,580,1,317,2,0,no
27,0,1,no,639,yes,no,0,119,1,314,5,1,no
34,1,0,no,2720,yes,no,0,115,2,146,5,0,no
42,0,1,no,734,yes,no,0,332,2,317,3,0,no
44,2,0,no,75,yes,no,0,614,1,281,1,0,no
35,1,2,no,1906,yes,no,0,102,1,148,5,2,no
53,1,0,no,241,yes,no,0,1410,1,325,2,0,no
33,0,2,no,1423,yes,no,0,633,3,248,2,2,no
32,0,2,no,932,yes,no,0,944,1,318,1,0,yes
40,1,1,no,750,yes,yes,0,340,1,281,1,0,no
44,1,2,no,38,yes,no,1,201,2,330,8,2,no
53,1,2,no,1319,yes,no,0,427,1,150,1,0,no
40,2,0,no,471,yes,no,0,1156,1,345,2,0,yes
37,1,2,no,1594,yes,no,0,110,1,260,5,0,no
34,0,2,no,872,yes,no,0,81,1,345,2,0,no
32,0,2,no,8436,yes,no,0,245,1,149,2,0,no
34,1,1,no,79,yes,no,0,193,1,329,1,0,no
33,0,1,no,148,yes,no,0,271,1,150,1,0,no
37,1,1,no,346,yes,no,0,390,1,316,1,0,no
54,0,1,no,105,yes,no,0,226,1,326,3,0,no
33,2,2,no,525,yes,yes,0,260,1,281,1,2,no
31,1,1,no,-170,yes,yes,0,252,1,326,1,0,no
41,1,1,no,121,yes,no,0,41,1,324,1,2,no
33,0,1,no,1940,yes,no,0,239,3,329,2,0,no
41,1,1,no,442,yes,yes,0,261,3,322,1,2,no
48,0,2,no,191,yes,no,0,222,1,326,1,0,no
37,1,1,no,590,yes,no,0,37,1,343,2,0,no
42,1,1,no,798,no,no,0,80,1,338,1,2,no
56,1,1,no,3738,yes,no,0,156,1,305,6,2,yes
44,1,0,no,279,yes,no,0,85,1,339,6,2,no
34,0,1,no,0,yes,no,0,112,1,332,3,0,no
52,1,0,no,98,yes,no,0,402,1,345,2,0,no
34,1,1,no,1134,yes,no,0,408,1,329,2,0,no
55,1,1,no,865,yes,no,0,85,1,151,1,0,no
25,0,1,no,1790,no,no,0,224,1,322,3,0,no
36,1,1,no,456,yes,yes,0,294,1,319,4,0,no
34,1,1,no,210,yes,yes,0,175,1,332,1,0,no
33,1,1,no,135,yes,no,0,114,1,345,2,0,no
33,1,1,no,489,yes,no,0,552,1,332,1,0,no
36,1,0,no,442,yes,no,0,238,1,326,3,0,no
37,0,1,no,90,yes,no,0,416,1,340,5,0,no
38,0,1,no,245,yes,yes,0,71,2,345,2,1,no
47,1,1,no,1536,yes,no,0,41,1,301,4,2,no
30,1,1,no,249,yes,no,0,294,1,275,2,0,no
34,1,1,no,703,no,no,0,282,2,150,2,0,no
33,1,1,no,7,yes,no,0,612,1,148,1,0,no
36,0,0,no,263,yes,no,0,199,2,337,2,0,no
38,1,0,no,3242,yes,no,0,198,5,331,1,0,no
38,0,2,no,35,yes,no,0,156,1,273,3,0,no
50,1,1,no,512,yes,yes,0,77,3,338,3,0,no
52,1,1,no,1374,yes,no,0,267,2,322,1,0,no
52,1,1,no,568,yes,no,1,246,1,317,1,0,no
35,1,1,no,293,yes,no,0,1017,1,325,1,2,yes
43,1,0,no,-88,yes,yes,0,313,1,147,2,0,no
31,1,1,no,-163,yes,no,0,135,1,270,2,0,no
43,1,0,no,-181,yes,no,0,351,1,337,3,0,no
34,1,1,no,2595,yes,yes,0,126,1,336,2,2,no
32,1,1,no,435,yes,no,0,456,1,331,1,0,no
54,1,1,no,-133,yes,no,0,76,1,343,2,0,no
38,1,1,no,8444,yes,no,0,39,2,324,1,2,no
38,1,2,no,0,yes,no,0,239,1,147,4,0,no
28,0,1,no,1065,yes,yes,0,406,1,317,1,0,no
32,2,2,no,294,yes,no,0,1095,1,274,5,1,yes
36,0,2,no,670,yes,no,0,122,1,343,1,0,no
43,1,1,no,948,yes,no,0,185,1,336,2,2,no
43,0,1,no,243,yes,no,0,31,3,338,5,0,no
31,1,1,no,658,yes,yes,0,268,1,270,1,0,no
28,1,1,no,490,yes,no,0,728,1,316,3,2,no
30,0,1,no,971,yes,no,0,283,1,317,2,2,no
46,1,0,no,-175,yes,yes,0,250,1,324,2,0,no
54,1,2,no,6525,yes,no,0,231,1,149,4,0,no
34,1,0,no,329,yes,no,0,952,1,343,1,0,yes
34,0,1,no,598,yes,no,0,365,1,324,1,0,no
31,0,2,no,578,yes,no,0,664,1,319,4,0,no
31,0,1,no,223,yes,no,0,508,1,315,11,1,no
43,1,1,no,214,yes,no,1,421,2,324,24,0,no
54,1,0,no,551,yes,no,0,251,1,263,2,0,no
36,2,1,no,543,yes,no,0,101,1,269,2,0,no
30,1,1,no,-43,yes,yes,0,79,1,325,2,2,no
55,0,0,no,1187,yes,no,0,113,1,319,2,0,no
28,0,1,no,16,no,no,0,268,1,333,1,0,no
22,0,1,no,104,yes,no,0,531,1,339,1,2,no
55,1,2,no,505,yes,no,0,58,1,316,1,2,no
35,1,1,no,457,yes,no,0,69,1,322,2,0,no
38,1,2,no,-113,yes,no,0,141,1,323,3,0,no
36,0,2,no,953,yes,no,0,72,1,346,1,2,no
34,1,2,no,436,yes,no,0,28,1,345,1,0,no
41,1,1,no,1010,yes,no,0,47,1,338,1,0,no
48,1,1,no,1143,yes,no,0,264,1,317,1,0,no
45,2,1,no,976,yes,no,0,183,1,338,2,0,no
40,2,0,no,190,yes,yes,0,139,1,346,2,0,no
34,1,1,no,334,yes,no,0,139,2,318,1,0,no
30,1,1,no,398,yes,no,0,132,2,238,2,0,no
33,0,1,no,3975,yes,yes,0,515,1,150,1,2,no
32,1,0,no,1074,yes,no,0,38,1,329,2,0,no
30,1,1,no,2,yes,yes,0,291,2,326,1,0,no
37,1,1,no,-90,yes,no,0,921,2,263,3,0,no
44,1,1,no,887,yes,no,0,519,1,14,2,0,no
22,0,1,no,-7,yes,no,0,84,1,343,1,2,no
28,0,1,no,437,yes,yes,0,219,1,322,2,0,no
44,1,0,no,228,yes,no,0,273,1,343,1,2,no
31,1,0,no,99,yes,no,0,193,2,322,1,2,no
34,1,1,no,21,no,no,0,332,1,346,3,0,no
37,1,2,no,9269,yes,yes,0,71,1,149,2,0,no
33,2,1,no,273,yes,no,0,181,1,317,1,0,no
36,0,1,no,275,yes,no,0,89,1,332,2,0,no
31,0,2,no,985,yes,no,0,997,1,57,2,0,yes
34,1,2,no,91,no,no,0,144,1,281,1,0,no
54,1,1,no,426,yes,no,0,74,2,323,1,0,no
40,0,1,no,556,yes,no,0,234,1,323,1,0,no
45,1,0,no,271,yes,yes,0,245,1,343,1,0,no
29,0,1,no,205,yes,no,0,218,1,340,3,0,no
32,1,1,no,225,yes,no,0,574,1,150,1,0,yes
49,1,1,no,1096,yes,no,0,609,1,303,5,0,no
39,1,1,no,260,yes,no,0,146,1,281,1,0,no
34,0,1,no,-317,yes,no,0,518,3,346,1,2,no
38,1,0,no,398,yes,yes,0,239,1,332,1,0,no
31,1,1,no,8295,yes,no,0,218,1,149,1,0,no
38,1,2,no,5432,yes,yes,0,707,1,149,2,0,no
60,1,0,no,0,yes,no,0,68,3,343,1,2,no
34,1,1,no,2021,yes,yes,0,51,6,148,8,2,no
30,1,1,no,578,yes,yes,0,71,2,317,1,0,no
32,0,1,no,1415,yes,no,0,645,1,345,1,0,no
42,1,1,no,-256,yes,no,0,576,1,318,2,0,no
42,1,1,no,115,yes,yes,0,161,1,149,2,0,no
34,1,1,no,1467,yes,no,0,113,1,332,2,0,no
29,1,1,no,137,yes,no,0,343,2,316,3,2,no
38,1,2,no,165,yes,no,0,526,1,260,2,2,yes
30,1,1,no,1171,yes,no,0,45,7,324,2,0,no
30,0,1,no,390,yes,no,0,175,1,347,1,0,no
34,1,1,no,4963,yes,no,0,208,1,332,2,0,no
33,1,1,no,26,yes,no,0,342,3,332,1,2,no
47,0,0,no,683,no,no,0,73,1,148,1,0,no
47,1,2,no,385,yes,no,0,145,1,323,4,0,no
40,1,0,no,572,yes,yes,0,171,1,318,1,0,no
41,0,2,no,445,yes,no,0,138,1,267,1,0,no
43,1,1,no,1127,yes,no,0,126,3,345,2,2,no
37,1,0,no,3154,yes,no,0,404,1,305,3,0,yes
37,1,0,no,0,yes,no,0,362,2,315,4,0,no
49,1,0,no,816,yes,no,0,76,1,260,7,0,no
31,1,2,no,1990,yes,yes,0,316,2,339,1,2,no
30,1,1,no,246,yes,no,0,191,1,150,7,0,no
29,1,1,no,1180,yes,no,0,367,3,323,3,0,yes
41,1,0,no,450,yes,no,0,122,1,338,2,0,no
44,0,2,no,1277,yes,no,0,77,1,268,4,2,no
38,1,1,no,507,yes,no,0,55,1,344,1,0,no
32,0,1,no,199,yes,no,0,70,1,336,1,0,no
38,0,1,no,884,yes,yes,0,113,2,149,3,0,no
36,1,1,no,351,yes,no,0,1554,3,343,2,0,no
46,1,0,no,85,yes,no,0,70,1,344,1,0,no
45,1,0,no,2348,yes,no,0,492,1,148,1,2,no
34,1,2,no,520,yes,no,0,401,1,248,4,1,no
37,0,2,no,3954,yes,no,0,238,1,331,1,0,no
35,1,1,no,430,yes,no,0,611,1,270,4,0,no
39,2,1,no,5873,no,no,0,280,1,344,2,0,no
40,1,1,no,668,yes,no,0,156,2,318,1,2,no
35,1,1,no,199,yes,no,0,203,1,344,3,0,no
24,1,1,no,-220,yes,no,0,401,1,15,1,0,no
32,0,1,no,671,yes,no,0,237,2,345,3,0,no
48,2,2,no,266,yes,no,0,198,2,343,1,0,no
35,1,1,no,372,yes,no,0,202,2,280,1,0,no
42,1,1,no,1545,yes,no,0,426,3,323,3,0,no
58,1,1,no,221,yes,no,0,115,2,343,2,0,no
52,2,1,no,340,yes,no,0,463,1,344,1,0,no
27,0,1,no,-116,yes,yes,0,432,2,343,1,0,no
35,1,1,no,528,yes,no,0,61,1,331,1,0,no
54,1,1,no,641,yes,no,0,472,1,148,2,0,no
33,1,1,no,2254,yes,no,0,130,1,148,1,0,no
38,1,1,no,710,yes,no,0,196,1,346,3,0,no
37,0,2,no,146,yes,no,0,135,1,336,3,0,no
34,1,2,no,11,yes,no,0,22,1,150,2,0,no
37,1,1,no,982,yes,no,0,127,1,282,2,0,no
26,0,2,no,3044,yes,yes,0,550,1,325,1,2,no
40,1,0,no,1802,yes,no,0,326,1,319,1,0,no
34,1,1,yes,879,yes,no,0,712,1,344,1,0,yes
30,1,1,no,658,yes,no,0,99,3,267,1,0,no
32,0,1,no,103,yes,no,0,158,1,337,1,2,no
32,2,1,no,453,yes,no,0,329,1,150,2,0,no
35,1,1,no,586,yes,yes,0,96,2,344,2,0,no
29,1,2,no,103,yes,no,0,368,1,336,2,0,no
33,0,0,no,557,yes,no,0,91,2,331,2,0,no
41,1,1,no,1380,yes,no,0,65,1,333,1,0,no
34,1,0,no,165,yes,no,0,182,2,329,1,0,no
60,2,2,no,381,yes,no,0,208,2,344,4,0,no
39,1,1,no,625,yes,no,0,185,1,317,2,0,no
38,1,1,no,194,yes,no,0,576,4,340,7,0,no
37,1,1,no,539,yes,yes,0,147,3,347,2,0,no
31,0,2,no,1130,yes,no,0,224,3,74,4,0,no
33,1,1,no,-124,no,no,0,150,2,325,1,0,no
30,1,1,no,-280,yes,no,0,609,2,266,2,0,no
31,0,1,no,102,yes,no,1,460,2,345,2,0,no
41,2,1,no,927,yes,no,0,239,2,148,2,0,no
43,1,2,no,175,yes,no,0,129,4,337,1,2,no
47,2,0,no,91,yes,no,0,473,2,339,1,0,no
32,1,0,no,-56,yes,yes,0,405,2,305,20,2,no
40,1,1,no,679,yes,no,0,642,2,304,1,0,no
36,1,1,no,526,yes,no,0,333,2,324,1,2,no
31,0,1,no,603,yes,yes,0,185,2,319,2,0,no
37,1,2,no,860,yes,no,0,818,2,332,15,0,no
34,1,0,no,170,yes,yes,1,599,4,275,7,2,no
34,1,2,no,551,yes,no,0,115,2,315,11,2,no
32,0,1,no,28,yes,no,0,598,1,150,1,0,no
53,1,2,no,2124,yes,no,0,121,2,344,2,0,no
35,1,1,no,3487,yes,no,0,323,2,319,1,0,no
43,1,2,no,9261,yes,no,0,273,2,254,2,0,no
46,2,0,no,3854,yes,no,0,541,2,150,4,2,no
53,2,1,no,-163,yes,no,0,344,2,343,2,2,no
26,1,1,no,647,yes,no,0,357,2,331,1,2,no
34,1,1,no,260,yes,no,0,20,2,238,2,0,no
49,1,1,no,1127,yes,yes,0,162,2,281,1,0,no
40,1,1,no,96,yes,yes,0,276,2,326,2,0,no
41,1,1,no,323,yes,no,0,949,2,254,6,2,yes
34,0,2,no,-444,yes,yes,0,129,2,148,4,2,no
35,1,0,no,443,yes,no,0,185,2,316,3,2,no
29,0,1,no,229,yes,no,0,273,2,343,1,0,no
53,2,1,no,281,yes,no,0,171,2,337,9,2,no
39,1,1,no,284,yes,yes,0,1426,2,318,6,0,no
40,1,0,no,119,yes,no,0,795,3,147,2,0,no
31,1,1,no,505,yes,no,0,218,4,329,2,2,no
33,1,1,no,90,yes,no,0,170,2,263,2,0,no
51,1,0,no,216,yes,no,0,666,3,274,3,0,no
50,1,0,no,12519,yes,no,0,146,2,147,4,1,no
38,1,1,no,566,yes,yes,1,318,2,332,6,2,no
33,0,1,no,745,yes,no,0,278,2,333,1,2,no
42,1,0,no,875,yes,no,0,426,5,148,1,0,no
40,1,1,no,643,yes,no,0,74,2,256,1,0,no
31,1,1,no,310,yes,no,0,334,2,240,2,0,no
30,0,1,no,103,yes,no,0,2053,2,317,1,2,no
30,0,1,no,-172,yes,yes,0,282,4,329,2,2,no
48,1,0,no,551,yes,yes,0,1064,3,303,5,0,no
32,1,1,no,298,yes,no,0,163,2,323,7,0,no
29,1,1,no,577,yes,no,1,501,3,331,10,2,no
31,1,1,no,604,yes,no,0,99,2,150,2,0,no
36,1,1,no,0,yes,no,0,87,2,322,4,0,no
38,1,1,no,-17,yes,no,0,110,3,326,1,2,no
36,1,2,no,549,yes,no,0,151,4,150,2,0,no
31,0,1,no,579,yes,yes,0,469,3,322,15,2,no
36,1,1,no,1949,yes,no,0,48,2,319,3,0,no
23,0,1,no,28,yes,no,0,183,3,325,2,0,no
51,1,1,no,1329,yes,yes,1,150,2,287,2,0,no
35,1,1,no,1207,yes,no,0,694,2,331,1,1,no
30,0,1,no,1012,yes,no,0,22,3,329,1,0,no
50,1,0,no,104,yes,no,0,317,3,324,2,2,no
53,1,1,no,5303,yes,no,1,320,3,180,1,1,yes
29,1,0,no,459,yes,yes,0,202,3,318,1,0,no
33,0,2,no,1190,yes,no,0,50,2,252,4,0,no
32,0,1,no,620,no,no,0,211,2,343,3,0,no
37,0,2,no,6889,yes,no,0,108,2,147,1,0,no
46,2,1,no,864,yes,no,0,225,3,150,7,0,no
35,0,2,no,1295,yes,no,0,952,2,73,1,0,no
44,1,0,no,-93,yes,no,0,829,3,326,2,0,no
33,0,1,no,476,yes,yes,0,544,3,333,2,0,no
46,1,1,no,6993,yes,no,0,326,3,148,1,1,no
37,0,0,no,235,yes,no,0,191,4,323,9,0,no
34,1,1,no,241,yes,no,0,1364,2,147,1,2,no
46,1,1,no,9077,yes,no,0,427,2,337,1,0,no
30,0,1,no,613,yes,no,0,180,2,302,1,0,no
38,0,1,no,13156,yes,no,0,291,4,331,1,0,no
37,0,1,no,1127,yes,no,0,72,2,281,1,0,no
38,1,0,no,3913,yes,no,0,196,2,315,2,0,no
36,1,1,no,1589,yes,no,0,345,2,341,6,2,no
32,1,1,no,413,yes,no,0,95,3,341,2,0,no
30,0,2,no,638,yes,no,0,483,2,291,6,2,no
50,1,0,no,4121,yes,yes,0,184,2,151,1,0,no
28,1,1,no,1021,yes,no,0,774,2,326,1,2,no
32,1,1,no,112,yes,no,0,311,1,321,1,2,no
36,0,1,no,733,yes,no,0,176,1,322,2,2,no
31,1,1,no,2289,yes,yes,0,79,1,151,1,0,no
29,1,1,no,1238,yes,no,0,478,1,341,1,0,no
41,1,1,no,563,yes,no,0,142,12,348,1,0,no
34,1,1,no,-314,yes,yes,0,374,3,307,3,2,no
33,1,1,no,359,yes,no,0,210,1,242,1,2,no
37,1,0,no,287,yes,no,1,73,3,325,3,0,no
32,1,1,no,286,no,no,0,60,1,343,4,0,no
45,1,0,no,658,yes,no,1,406,3,270,2,0,no
57,1,0,no,202,yes,no,0,207,1,346,2,0,no
33,1,0,no,217,yes,no,0,198,1,339,3,0,no
32,0,1,no,-45,yes,no,0,68,1,325,2,2,no
35,1,2,no,1473,yes,no,0,17,6,322,4,2,no
56,2,1,no,283,yes,yes,0,89,3,341,2,0,no
57,1,2,no,3082,yes,yes,0,267,2,294,3,0,no
46,1,0,no,292,yes,no,0,386,2,234,4,0,no
46,2,1,no,168,yes,no,0,255,1,336,4,2,no
40,0,1,no,169,yes,no,0,214,1,346,1,0,no
34,0,2,no,8038,yes,no,0,29,3,152,1,0,no
31,0,0,no,71,yes,no,0,185,3,336,6,0,no
34,0,2,no,5452,no,no,0,96,1,245,5,2,no
43,1,1,no,101,yes,no,0,131,2,349,3,0,no
30,1,1,no,4867,yes,yes,1,8,6,306,3,2,no
33,1,1,no,6,yes,no,0,386,1,349,3,2,no
43,1,1,no,1220,yes,no,0,349,2,339,1,2,no
27,0,1,no,2784,yes,no,1,153,1,328,1,0,no
53,1,1,no,225,yes,no,0,304,1,340,1,0,no
34,0,1,no,550,yes,no,0,90,3,346,1,0,no
33,1,1,no,2502,yes,no,0,285,1,270,1,0,no
