id,start_date,end_date,duration,info_source,news_link,continent,country,state/india,geo_scope,area_name,ordered_by,decision_maker,shutdown_type_new,affected_network,full_or_service-based,facebook_affected,twitter_affected,whatsapp_affected,instagram_affected,telegram_affected,other_service_details(specify),sms_affected,phone_call_affected,telcos_involved,gov_ack,official_just,other_just_details,off_statement,actual_cause,other_cause_details,election,violence,hr_abuse_reported,users_notified,users_affected/targetted,legal_justif,legal_method,telco_resp,telco_ack
95,2020-08-15,2020-08-15,0.0,news media article,https://www.deccanherald.com/national/north-and-central/mobile-internet-services-snapped-in-kashmir-as-independence-day-precautionary-measure-873564.html; https://www.ndtv.com/india-news/independence-day-2020-kashmir-mobile-internet-restored-after-usual-august-15-blackout-2280016,asia,india,jammu and kashmir,level 2,"anantnag,badgam,bandipora,baramulla,doda,ganderbal,jammu,kargil,kathua,kishtwar,kulgam,kupwara,leh (ladakh),poonch,pulwama,rajouri,ramban,reasi,samba,shupiyan,srinagar,udhampur, in jammu and kashmir",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,"mobile internet was snapped in the early hours of the morning as strict security arrangements were put in place for independence day celebrations across the valley, a police official said.

https://www.ndtv.com/india-news/independence-day-2020-kashmir-mobile-internet-restored-after-usual-august-15-blackout-2280016",http://jkhome.nic.in/90(tsts)of2020.pdf,religious holiday/anniversary,independence day,no,no,no,unknown,,yes,"yes. the inspector general office of the kashmir zone issued a shutdown order to prevent ""protests"", ""terrorist"" activities and a ""law and order situation"" during independence day. the order was later confirmed by the principal secretary of government. order - 90(tsts) of 2020.",,unknown
96,2020-08-17,2020-08-18,1.0,other,http://jkhome.nic.in/92(tsts)of2020.pdf,asia,india,jammu and kashmir,level 1,kreeri/pattan in baramulla district,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/92(tsts)of2020.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 92(tsts) of 2020.,,unknown
97,2020-08-18,,,news media article,https://www.rfi.fr/fr/afrique/20200729-tchad-les-coupures-dinternet-multiplient-depuis-une-semaine?fbclid=iwar0prc29whsl1wkqsfw_uymxwrhxgvuzdpiwf_sp7dg5me48pcdulv-vhtg; https://www.aljazeera.com/news/2020/8/4/chad-slows-down-internet-to-curb-hate-speech-on-social-media;,africa,chad,,level 3,national,executive government,,shutdown,"broadband, mobile",service-based,no,no,yes,no,no,,no,no,"chad: airtel (bharti airtel), chad: sotel, chad: tigo (millicom)",yes,fake news/ hate speech/ incendiary content/ promoting violence,,,communal violence,communal violence,no,no,no,no,,no,,,no
98,2020-08-19,2020-08-20,1.0,other,http://jkhome.nic.in/93(tsts)of2020.pdf,asia,india,jammu and kashmir,level 1,molu chitragam in the district of shopian,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/93(tsts)of2020.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 93(tsts) of 2020.,,unknown
99,2020-08-19,,,news media article,https://www.alayyam.info/news/8b59f8l0-xqcthp-de46,middle east,yemen,,level 1,"zanzibar city, abyan district",non-government,unknown groups vandalised telecom infrastructure in the city,shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,unknown,,,unknown,unknown groups vandalised telecom infrastructure in the city,no,no,no,no,,no,,,no
100,2020-08-22,2020-08-22,0.0,other,http://jkhome.nic.in/94(tsts)of2020.pdf,asia,india,jammu and kashmir,level 1,check salssoa kreeri in baramulla,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/94(tsts)of2020.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 94(tsts) of 2020.,,unknown
101,2020-08-22,2020-08-31,9.0,cso kio partners,https://smex.org/noexamshutdown-4-mena-countries-shut-down-the-internet-so-far-to-fight-cheating/,middle east,syrian arab republic,,level 3,,unknown,,shutdown,"broadband, mobile",full network,no,no,no,no,no,,unknown,unknown,"syria: mtn, syria: syriatel",unknown,school exams,,,exam cheating,,no,no,no,no,,,,,no
102,2020-08-28,2020-08-29,1.0,other,http://jkhome.nic.in/95(tsts)of2020.pdf,asia,india,jammu and kashmir,level 1,shopian,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/95(tsts)of2020.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 95(tsts) of 2020.,,unknown
103,2020-08-29,2020-08-30,1.0,other,http://jkhome.nic.in/96(tsts)of2020.pdf,asia,india,jammu and kashmir,level 1,pulwama,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/96(tsts)of2020.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 96(tsts) of 2020.,,unknown
104,2020-08-30,2020-08-31,1.0,other,http://jkhome.nic.in/97(tsts)of2020.pdf,asia,india,jammu and kashmir,level 1,srinagar,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/97(tsts)of2020.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 97(tsts) of 2020.,,unknown
105,2020-09-04,2020-09-05,1.0,other,http://jkhome.nic.in/98(tsts)of2020.pdf,asia,india,jammu and kashmir,level 1,pulwama,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/98(tsts)of2020.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 98(tsts) of 2020.,,no
106,2020-09-12,2020-09-17,5.0,cso kio partners,"https://smex.org/noexamshutdown-4-mena-countries-shut-down-the-internet-so-far-to-fight-cheating/#:~:text=on%20a%20daily%20basis%2c%20the,a%20half%20hours%20each%20day.&text=in%20algeria%2c%20the%20high%20school,september%2013%20to%20september%2017.; https://netblocks.org/reports/social-media-restricted-and-internet-cut-during-algeria-school-exams-xagolxaz;",africa,algeria,,level 3,national,executive government,,"shutdown, throttle","broadband, mobile","full network, service-based",yes,yes,yes,yes,yes,,no,no,"algeria: ooredoo (nmtc), algeria: mobilis (algerie telecom), algeria: djezzy",unknown,school exams,,,exam cheating,,no,no,no,no,,,,,unknown
107,2020-09-13,2020-09-14,1.0,other,http://jkhome.nic.in/100(tsts)of2020.pdf,asia,india,jammu and kashmir,level 1,pulwama,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/100(tsts)of2020.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 100(tsts) of 2020.,,unknown
108,2020-09-13,2020-09-24,11.0,news media article,"https://smex.org/noexamshutdown-4-mena-countries-shut-down-the-internet-so-far-to-fight-cheating/#:~:text=on%20a%20daily%20basis%2c%20the,a%20half%20hours%20each%20day.&text=in%20algeria%2c%20the%20high%20school,september%2013%20to%20september%2017.;",africa,sudan,,level 3,national,executive government,ministry of education,shutdown,mobile,full network,no,no,no,no,no,,no,no,"sudan: mtn, sudan: sudani (sudatel), sudan: zain",yes,school exams,,https://suna-sd.net/ar/single?id=692068,exam cheating,,no,no,no,yes,,yes,a statement on a website,,yes
109,2020-09-15,2020-09-15,0.0,other,http://jkhome.nic.in/101(tsts)of2020.pdf,asia,india,jammu and kashmir,level 1,pulwama,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/101(tsts)of2020.pdf,political instability,security forces operation,no,no,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 101(tsts) of 2020.,,unknown
110,2020-09-16,2020-09-19,3.0,news media article,https://www.ndtv.com/india-news/kashmir-internet-shutdown-internet-snapped-in-kashmirs-sopore-after-protests-on-alleged-custodial-death-2296244; https://www.newsweek.com/indian-town-shuts-off-internet-avoid-more-protests-after-man-died-police-custody-1532735; https://kashmirreader.com/2020/09/20/2g-internet-service-restored-in-sopore-after-four-days/; http://jkhome.nic.in/102(tsts)of20200001.pdf,asia,india,jammu and kashmir,level 1,sopore,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,fake news/ hate speech/ incendiary content/ promoting violence,prevent terrorist and incendiary content distribution and creation of a law and order situation,http://jkhome.nic.in/102(tsts)of20200001.pdf,protests,"all internet services have been snapped in north jammu and kashmir's sopore town after death of a shopkeeper, allegedly in police custody, led to protests.",no,unknown,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation due to the spread of incendiary material online. the order was later confirmed by the principal secretary of government. order - 102(tsts) of 2020.,,unknown
111,2020-09-21,2020-09-22,1.0,social media,http://www.jkhome.nic.in/103(tsts)of2020.pdf,asia,india,jammu and kashmir,level 1,"budgam district, in jammu and kashmir",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://www.jkhome.nic.in/103(tsts)of2020.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 103(tsts) of 2020.,,unknown
112,2020-09-24,,,news media article,https://newsyemen.net/new/61675,middle east,yemen,,level 1,districts of hays and al-khokha,non-government,houthi militia,shutdown,"broadband, mobile",full network,no,no,no,no,no,,no,no,,no,unknown,,,other,"conflict - ""the service cutoff coincided with attacks carried out by the houthi militia on the joint forces' positions in hays and new violations in al-tuhaita and al-hodeidah.""",no,yes,unknown,no,,,,,no
113,2020-09-25,,,news media article,https://www.hindustantimes.com/india-news/internet-suspended-section-144-imposed-in-four-rajasthan-districts-after-violent-protest/story-8ginp2gx4w95e4nhcfq5ym.html; https://www.tribuneindia.com/news/nation/net-suspended-after-violent-rajasthan-stir-146699; https://udaipurkiran.com/life-returns-to-normal-in-south-raj-nh-8-resumes-full-operation/;,asia,india,rajasthan,level 2,"banswara,udaipur,pratapgarh,dungarpur, in rajasthan",local government,,shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,public safety/ quell unrest / restore public order,,,protests,"""internet was suspended in four tribal districts of southern rajasthan on saturday and section 144 was imposed, prohibiting assembly of more than five people, following violent protests in dungarpur district by tribal youth over teacher recruitment examination."" https://www.hindustantimes.com/india-news/internet-suspended-section-144-imposed-in-four-rajasthan-districts-after-violent-protest/story-8ginp2gx4w95e4nhcfq5ym.html",no,yes,unknown,no,,unknown,,,unknown
114,2020-09-27,2020-09-28,1.0,other,http://jkhome.nic.in/104(tsts)of20200001.pdf; https://kashmirlife.net/18-hour-long-encounter-ended-two-militants-killed-in-samboora-encounter-247609/,asia,india,jammu and kashmir,level 1,"awantipora district, in jammu and kashmir",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/104(tsts)of20200001.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 104(tsts) of 2020.,,unknown
115,2020-09-27,2020-11-12,46.0,news media article,https://www.balcanicaucaso.org/eng/areas/azerbaijan/azerbaijan-the-internet-in-times-of-war-205919,europe,azerbaijan,,level 3,national,executive government,"ministry of transportation, communication, and high technologies","shutdown, throttle","broadband, mobile","full network, service-based",yes,yes,yes,unknown,yes,skype,no,no,"azerbaijan: azercell (azintelecom), azerbaijan: bakcell, azerbaijan: nar (azerfon), azerbaijan: naxtel, nakhchivan",yes,other,to prevent the spread of “armenian provocation,,other,conflict between armenia and azerbaijan,no,yes,yes,no,,no,,,no
116,2020-10-05,,,news media article,https://freedomhouse.org/country/kyrgyzstan/freedom-net/2020,asia,kyrgyzstan,,level 3,,unknown,,throttle,"broadband, mobile",full network,no,no,no,no,no,,unknown,unknown,,no,unknown,,,elections,,yes,yes,yes,no,,,,,no
117,2020-10-06,2020-10-07,1.0,news media article,https://www.dailyexcelsior.com/3-militants-killed-in-shopian/; http://jkhome.nic.in/107(tsts)of20200001.pdf,asia,india,jammu and kashmir,level 1,"shopian, in jammu and kashmir",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/107(tsts)of20200001.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 107(tsts) of 2020.,,unknown
118,2020-10-10,2020-10-10,0.0,news media article,https://www.theweek.in/news/india/2020/10/10/jk-2-militants-killed-in-kulgam-us-made-m4-rifle-recovered.html; https://kashmirreader.com/2020/10/11/let-commander-among-4-militants-killed-in-2-separate-encounters-in-south-kashmir/; http://jkhome.nic.in/108(tsts)of20200001.pdf;,asia,india,jammu and kashmir,level 1,kulgam,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,"""meanwhile, the mobile internet services were snapped across kulgam district soon after the first shots were fired in chingam. the service was yet to be restored till the report was being filed.
security was also beefed up in kulgam district to prevent any law and order situation.""  https://kashmirreader.com/2020/10/11/let-commander-among-4-militants-killed-in-2-separate-encounters-in-south-kashmir/",http://jkhome.nic.in/108(tsts)of20200001.pdf,political instability,security forces operation,no,yes,no,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 108(tsts) of 2020.,,unknown
119,2020-10-10,2020-10-11,1.0,other,http://jkhome.nic.in/109(tsts)of20200001.pdf,asia,india,jammu and kashmir,level 1,pulwama,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/109(tsts)of20200001.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 109(tsts) of 2020.,,unknown
120,2020-10-14,2020-10-14,0.0,other,http://jkhome.nic.in/110(tsts)of20200001.pdf,asia,india,jammu and kashmir,level 1,shopian district in jammu and kashmir,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,,political instability,security services operations,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 110(tsts) of 2020.,,unknown
121,2020-10-15,,,news media article,https://newsyemen.net/new/62622,middle east,yemen,,level 1,"hadramawt valley,",unknown,,shutdown,"broadband, mobile",full network,no,no,no,no,no,,unknown,unknown,yemen: yemen mobile,no,unknown,,,other,prisoner exchange,no,no,no,no,,,,,no
122,2020-10-16,2020-10-17,1.0,news media article,http://www.businessworld.in/article/rajasthan-internet-services-suspended-in-bharatpur-in-wake-of-gujjar-mahapanchayat/17-10-2020-332469/,asia,india,rajasthan,level 2,bharatpur,local government,divisional commissioner of bharatpur,shutdown,"broadband, mobile",full network,yes,yes,yes,yes,unknown,,yes,no,,yes,precautionary measure,,,protests,"""the letter mentions that the temporary action has been taken in order to avoid deterioration of law and order in the region owing to the gurjar mahapanchayat.""",no,no,unknown,yes,,unknown,,,unknown
123,2020-10-16,2020-10-16,0.0,news media article,https://www.greaterkashmir.com/news/latest-news/chadoora-gunfight-mobile-internet-service-suspended-in-budgam/; http://jkhome.nic.in/111(tsts)of20200001.pdf,asia,india,jammu and kashmir,level 1,"badgam, in jammu and kashmir",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,a police official said that the service was suspended to “prevent law and order situation” in view of the ongoing gunfight. https://www.greaterkashmir.com/news/latest-news/chadoora-gunfight-mobile-internet-service-suspended-in-budgam/,http://jkhome.nic.in/111(tsts)of20200001.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order -111(tsts) of 2020.,,unknown
124,2020-10-17,,,news media article,https://twitter.com/policy/status/1321106129208922113; https://www.accessnow.org/tanzania-votes-government-forces-telcos-escalate-censorship/,africa,"tanzania, united republic of",,level 3,,executive government,tanzania communications regulatory authority,"shutdown, throttle","broadband, mobile","full network, service-based",yes,yes,yes,yes,unknown,"vpn services. some google services including google translate, bulk sms blocking, and content filtering over sms",yes,no,"tanzania: airtel (bharti airtel), tanzania: halotel (viettel), tanzania: smart, tanzania: smile, tanzania: tigo (millicom), tanzania: ttcl, tanzania: vodacom, tanzania: zantel (millicom)",no,national security/ counter-terrorism,,,elections,,yes,yes,yes,no,,,,,no
125,2020-10-19,2020-10-20,1.0,other,http://jkhome.nic.in/112(tsts)of20200001.pdf,asia,india,jammu and kashmir,level 1,"shopian district, in jammu and kashmir",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/112(tsts)of20200001.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 112(tsts) of 2020.,,unknown
126,2020-10-20,2020-10-21,1.0,other,http://jkhome.nic.in/113(tsts)of20200001.pdf,asia,india,jammu and kashmir,level 1,"pulwama district, in jammu and kashmir",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/113(tsts)of20200001.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 113(tsts) of 2020.,,unknown
127,2020-10-22,2020-10-23,1.0,news media article,https://masaar.net/%d8%a7%d9%84%d8%b3%d9%84%d8%b7%d8%a7%d8%aa-%d8%a7%d9%84%d9%85%d8%b5%d8%b1%d9%8a%d8%a9-%d8%aa%d8%ad%d8%ac%d8%a8-%d8%aa%d9%84%d8%ac%d8%b1%d8%a7%d9%85/,africa,egypt,,level 3,national,unknown,,shutdown,"broadband, mobile",service-based,no,no,no,no,yes,,no,no,"egypt: orange (ecms), egypt: vodafone, egypt: we (telecom egypt)",no,unknown,,,unknown,,no,no,no,no,,,,,unknown
128,2020-10-23,2020-10-28,5.0,news media article,https://ioda.caida.org/ioda/dashboard#view=inspect&entity=country/gn&lastview=overview&from=1603281600&until=1603886400,africa,guinea,,level 3,,executive government,,"shutdown, throttle","broadband, mobile","full network, service-based",yes,yes,yes,yes,unknown,,unknown,yes,"guinea: cellcom, guinea: mtn, guinea: orange (sonatel)",no,unknown,,,elections,,yes,yes,yes,no,,,,https://twitter.com/orangeguinee_gn/status/1320474497951113220?s=20,
129,2020-10-26,2020-10-26,0.0,other,http://jkhome.nic.in/115(tsts)of20200001.pdf,asia,india,jammu and kashmir,level 1,awantipora  in jammu and kashmir,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/115(tsts)of20200001.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 115(tsts) of 2020.,,unknown
130,2020-10-30,,,news media article,https://www.theweek.in/news/india/2020/10/31/rajasthan-gujjar-group-plans-stir-from-tomorrow-internet-services-suspended.html,asia,india,rajasthan,level 2,"bharatpur, karauli, jaipur, sawai madhopur, in rajasthan",local government,,shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,"""mobile internet services have been suspended in karauli, bharatpur, jaipur and sawai madhopur. additional police force, including rapid action force and armed border home guards, have been alerted to deal with any situation,"" additional director general of police (adgp) saurabh srivastava said.",,protests,"""mobile internet services have been suspended in karauli, bharatpur, jaipur and sawai madhopur. additional police force, including rapid action force and armed border home guards, have been alerted to deal with any situation,"" additional director general of police (adgp) saurabh srivastava said. https://www.theweek.in/news/india/2020/10/31/rajasthan-gujjar-group-plans-stir-from-tomorrow-internet-services-suspended.html",no,unknown,unknown,no,,unknown,,,unknown
131,2020-11-01,2020-11-01,0.0,news media article,https://www.telegraphindia.com/north-east/arunachal-internet-bar-to-curb-cheating/cid/1796058; https://www.sentinelassam.com/north-east-india-news/arunachal-news/internet-services-to-be-suspended-in-15-districts-on-november-1-509271,asia,india,arunachal pradesh,level 2,"15 districts of arunachal pradesh (lower subansiri, upper subansiri, lower dibang valley, lohit, tirap, changlang, itanagar capital region, papum pare, tawang, east kameng, west kameng, east siang, west siang, leparada and upper siang)",local government,home commissioner kaling tayeng,shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,school exams,,,exam cheating,"the arunachal pr­a­desh government will temporarily suspend internet ser­vices in 15 out of its 25 districts to “check” any possible online malpractices during the state civil services exam on sunday, nov. 1st.",no,no,no,yes,,unknown,,,no
132,2020-11-01,2020-11-02,1.0,other,http://jkhome.nic.in/117(tsts)of20200001.pdf,asia,india,jammu and kashmir,level 1,"pulwama district, in jammu and kashmir",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/117(tsts)of20200001.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 117(tsts) of 2020.,,unknown
133,2020-11-04,,,news media article,https://www.youtube.com/watch?v=ueoa-7j6zpy&feature=emb_logo,africa,ethiopia,,level 2,tigray,unknown,,shutdown,"broadband, mobile",full network,no,no,no,no,no,,no,yes,ethiopia: ethio telecom,yes,unknown,,https://www.youtube.com/watch?v=ueoa-7j6zpy&feature=emb_logo,other,conflict in tigray region and attack on the ethiopian defense forces,no,yes,yes,no,ethnic minorities,no,,https://twitter.com/ethiotelecom/status/1334122968931328000?s=20,yes
134,2020-11-04,,,news media article,https://www.dw.com/am/%e1%89%a0%e1%89%84%e1%88%88%e1%88%9d%e1%8a%93-%e1%88%9d%e1%8b%95%e1%88%ab%e1%89%a5-%e1%8b%88%e1%88%88%e1%8c%8b-%e1%8b%a8%e1%89%b0%e1%8b%88%e1%88%b0%e1%8a%91-%e1%88%b5%e1%8d%8d%e1%88%ab%e1%8b%8e%e1%89%bd-%e1%8b%a8%e1%8a%a2%e1%8a%95%e1%89%b0%e1%88%ad%e1%8a%94%e1%89%b5%e1%8a%93-%e1%88%b5%e1%88%8d%e1%8a%ad-%e1%88%98%e1%89%8b%e1%88%a8%e1%8c%a5/a-55738063?maca=amh-facebook-dw,africa,ethiopia,,level 2,"western oromia, wellega, kellem",executive government,,shutdown,"broadband, mobile",full network,no,no,no,no,no,,yes,yes,ethiopia: ethio telecom,yes,unknown,,,political instability,,no,unknown,unknown,no,,no,,,no
135,2020-11-05,2020-11-06,1.0,other,http://jkhome.nic.in/118(tsts)of20200001.pdf,asia,india,jammu and kashmir,level 1,"awantipora, in jammu kashmir",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/118(tsts)of20200001.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 118(tsts) of 2020.,,unknown
136,2020-11-10,2020-11-10,0.0,other,http://jkhome.nic.in/119(tsts)of20200001.pdf,asia,india,jammu and kashmir,level 1,"shopian, in jammu and kashmir",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/119(tsts)of20200001.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 119(tsts) of 2020.,,unknown
137,2020-11-12,2020-11-26,14.0,other,http://jkhome.nic.in/tsts%2012.11.20.pdf,asia,india,jammu and kashmir,level 2,"all districts from jammu and kashmir, but for ganderbal and udhampur g",local government,principal secretary to the government home department of jammu and kashmir,"shutdown, throttle",mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,"preempt terrorist activity, recruiting, and disruption of public order during the election process to the 280 district development council constituencies and bye-eye elections to more than 13400 vacancies in pris/urbs.",http://jkhome.nic.in/tsts%2012.11.20.pdf,elections,election to the 280 district development council constituencies and bye-eye elections to more than 13400 vacancies in pris/urbs,yes,no,unknown,no,,yes,"yes. the principal secretary to the government justified the shutdown as an attempt to preempt terrorist activity, recruiting, and disruption of public order during the election process to the 280 district development council constituencies and bye-eye elections to more than 13400 vacancies in pris/urbs.",,unknown
138,2020-11-13,2020-11-15,,other,http://jkhome.nic.in/121(tsts)of20200001.pdf,asia,india,,level 1,kupwara district,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,fake news/ hate speech/ incendiary content/ promoting violence,misinformation on social media and security incident at the border with pakistan,,other,prevent spread of rumors and content on social media,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 121(tsts) of 2020.,,no
